back_x_top,back_y_top,front_x_top,front_y_top,stim_x,stim_y,back_x_side,back_y_side,front_x_side,front_y_side,jump
587.073132,338.252809,556.543494,352.634831,793.597159,391.286517,725.354437,416.455056,685.845493,405.668539,0
587.073132,338.252809,556.543494,352.634831,788.209576,391.286517,726.252368,416.455056,686.743423,404.769663,0
587.073132,338.252809,556.543494,352.634831,781.924062,391.286517,726.252368,416.455056,686.743423,404.769663,0
587.073132,338.252809,556.543494,352.634831,776.536478,392.185393,726.252368,416.455056,687.641354,403.870787,0
587.073132,338.252809,556.543494,352.634831,772.046826,393.084270,725.354437,416.455056,687.641354,403.870787,0
587.073132,338.252809,556.543494,352.634831,769.353034,392.185393,725.354437,416.455056,688.539284,403.870787,0
587.073132,338.252809,559.237285,350.837079,763.067520,393.983146,725.354437,416.455056,689.437215,402.073034,0
587.073132,338.252809,561.033146,355.331461,760.373729,392.185393,725.354437,416.455056,692.131007,401.174157,0
585.277271,335.556180,562.829007,357.129213,754.088215,391.286517,724.456506,416.455056,694.824798,398.477528,0
584.379341,332.859551,563.726938,358.028090,751.394423,393.084270,725.354437,414.657303,696.620659,395.780899,0
579.889688,335.556180,565.522799,359.825843,745.108909,393.084270,722.660645,411.061798,695.722729,391.286517,1
578.093827,340.050562,561.033146,367.915730,740.619256,393.983146,722.660645,398.477528,695.722729,380.500000,0
576.297966,344.544944,562.829007,375.106742,735.231673,393.983146,717.273062,382.297753,692.131007,363.421348,0
578.093827,356.230337,561.931077,383.196629,730.742020,393.983146,713.681340,366.117978,691.233076,346.342697,0
575.400035,361.623596,561.033146,387.691011,727.150298,395.780899,711.885479,355.331461,686.743423,329.264045,0
573.604174,368.814607,558.339355,394.882022,722.660645,395.780899,704.702034,341.848315,684.947562,313.084270,0
570.910382,375.106742,558.339355,401.174157,718.170993,397.578652,702.008243,329.264045,683.151701,296.005618,0
566.420730,382.297753,557.441424,406.567416,712.783409,398.477528,697.518590,319.376404,688.539284,284.320225,0
562.829007,390.387640,557.441424,413.758427,709.191687,398.477528,694.824798,308.589888,684.947562,271.735955,0
561.033146,398.477528,556.543494,420.949438,704.702034,399.376404,691.233076,298.702247,683.151701,259.151685,0
556.543494,407.466292,554.747632,428.140449,699.314451,399.376404,690.335146,290.612360,682.253771,247.466292,0
