back_x_top,back_y_top,front_x_top,front_y_top,stim_x,stim_y,back_x_side,back_y_side,front_x_side,front_y_side,jump
570.910382,353.533708,574.502105,380.500000,948.939144,361.623596,681.355840,415.556180,691.233076,398.477528,0
571.808313,353.533708,574.502105,380.500000,941.755700,364.320225,680.457910,416.455056,691.233076,397.578652,0
571.808313,353.533708,574.502105,380.500000,931.878464,364.320225,680.457910,416.455056,690.335146,397.578652,0
570.910382,353.533708,574.502105,380.500000,921.103297,365.219101,680.457910,416.455056,690.335146,397.578652,0
571.808313,354.432584,574.502105,380.500000,913.021922,365.219101,680.457910,416.455056,690.335146,396.679775,0
570.910382,354.432584,574.502105,380.500000,902.246756,363.421348,680.457910,416.455056,690.335146,396.679775,0
570.910382,353.533708,574.502105,380.500000,893.267450,365.219101,680.457910,416.455056,690.335146,395.780899,0
571.808313,353.533708,574.502105,381.398876,882.492283,365.219101,680.457910,416.455056,689.437215,395.780899,0
570.910382,354.432584,574.502105,383.196629,874.410908,365.219101,680.457910,416.455056,691.233076,395.780899,0
571.808313,353.533708,573.604174,383.196629,864.533672,364.320225,680.457910,416.455056,689.437215,396.679775,0
569.114521,356.230337,573.604174,392.185393,854.656436,366.117978,680.457910,416.455056,689.437215,395.780899,1
569.114521,363.421348,571.808313,400.275281,844.779200,367.016854,680.457910,416.455056,688.539284,393.084270,0
568.216591,371.511236,571.808313,409.264045,834.901964,367.915730,680.457910,411.960674,687.641354,385.893258,0
569.114521,379.601124,570.012452,416.455056,825.024728,367.915730,683.151701,393.084270,686.743423,370.612360,0
569.114521,393.084270,570.012452,427.241573,816.045423,367.915730,683.151701,378.702247,685.845493,347.241573,0
569.114521,407.466292,569.114521,435.331461,804.372325,368.814607,684.947562,362.522472,684.049632,322.971910,0
568.216591,414.657303,568.216591,443.421348,794.495089,367.915730,684.049632,340.949438,682.253771,299.601124,0
566.420730,423.646067,568.216591,451.511236,783.719923,371.511236,682.253771,317.578652,682.253771,276.230337,0
566.420730,436.230337,568.216591,462.297753,773.842687,371.511236,680.457910,300.500000,680.457910,251.960674,0
564.624868,446.117978,567.318660,470.387640,762.169590,372.410112,678.662048,286.117978,680.457910,233.983146,0
564.624868,456.005618,565.522799,479.376404,753.190284,373.308989,678.662048,269.039326,678.662048,214.207865,0
