back_x_top,back_y_top,front_x_top,front_y_top,stim_x,stim_y,back_x_side,back_y_side,front_x_side,front_y_side,jump
633.980000,353.500000,623.000000,341.010000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.990000,352.990000,622.980000,340.980000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.500000,353.000000,623.010000,341.000000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.920000,352.990000,622.980000,341.010000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.000000,352.990000,623.000000,341.000000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.000000,353.000000,623.010000,341.010000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.000000,353.000000,623.000000,341.000000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.020000,353.000000,623.000000,341.020000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.000000,353.010000,623.000000,341.000000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.000000,353.010000,622.990000,341.020000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.010000,353.000000,623.000000,340.990000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.020000,353.000000,623.010000,340.980000,NaN,NaN,NaN,NaN,NaN,NaN,0
634.000000,353.000000,623.000000,341.000000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.405260,352.209857,623.000000,341.020000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.405260,351.983748,623.000000,341.000000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.130435,351.983748,623.000000,341.010000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.130435,352.435965,623.000000,341.020000,NaN,NaN,NaN,NaN,NaN,NaN,0
632.855609,352.435965,623.010000,340.990000,NaN,NaN,NaN,NaN,NaN,NaN,0
633.680086,352.888182,623.000000,341.000000,NaN,NaN,777.050000,413.050000,751.000000,410.000000,0
633.130435,352.662074,622.970000,341.010000,NaN,NaN,777.090000,413.050000,751.000000,409.990000,0
633.405260,352.435965,623.000000,341.010000,NaN,NaN,777.020000,413.010000,751.000000,409.990000,0
633.680086,353.114291,623.000000,341.010000,NaN,NaN,777.020000,413.010000,750.990000,409.990000,0
633.405260,352.888182,623.010000,341.000000,NaN,NaN,777.030000,413.080000,751.000000,410.010000,0
633.405260,353.114291,623.010000,340.990000,NaN,NaN,777.150000,413.130000,751.010000,410.000000,0
633.405260,352.662074,623.010000,340.990000,NaN,NaN,777.100000,413.110000,751.000000,409.990000,0
633.405260,352.662074,623.000000,341.010000,NaN,NaN,777.150000,413.150000,750.980000,410.000000,0
633.405260,352.662074,623.010000,340.990000,NaN,NaN,777.080000,413.040000,750.990000,410.010000,0
633.405260,352.662074,622.990000,341.030000,NaN,NaN,777.050000,413.040000,750.980000,410.000000,0
633.405260,352.662074,622.940000,341.030000,NaN,NaN,771.539556,409.131635,746.130675,406.913318,1
631.481481,353.566508,619.938808,341.582759,NaN,NaN,763.285818,399.619958,738.304909,399.129512,0
629.557703,353.792616,615.541600,342.713302,NaN,NaN,752.555959,391.127389,720.044787,386.782784,0
620.763285,352.209857,607.022008,343.843844,NaN,NaN,736.461170,383.314225,704.393255,373.630835,0
613.892646,352.662074,597.677939,346.783254,NaN,NaN,715.826825,374.142251,686.459207,359.405258,0
603.174450,351.079315,589.240000,347.960000,NaN,NaN,705.509652,368.367304,672.764116,346.790123,0
595.204509,349.270447,580.580000,348.790000,NaN,NaN,692.736294,359.767870,658.870349,336.317694,0
583.936661,346.104928,570.540000,349.950000,NaN,NaN,672.377074,353.879689,644.523111,326.297161,0
566.897477,343.391627,560.301664,351.305423,NaN,NaN,651.467604,344.368011,632.349696,318.781762,0
557.003757,343.165518,551.507246,350.853206,NaN,NaN,637.711374,338.479830,619.741517,312.697867,0
543.812131,343.165518,541.063875,353.566508,NaN,NaN,616.801905,329.421090,608.780000,306.010000,0
